id,year,lgID,tmID,franchID,confID,divID,rank,G,W,L,T,OTL,Pts,name
1637,1976,NHL,VAN,VAN,CC,SM,4,80,25,42,13,,63,Vancouver Canucks
1638,1976,NHL,WAS,WAS,WA,NO,4,80,24,42,14,,62,Washington Capitals
1639,1976,WHA,BIR,BIR,,EW,5,81,31,46,4,,66,Birmingham Bulls
1640,1976,WHA,CAC,CAC,,WW,5,81,31,43,7,,69,Calgary Cowboys
1641,1976,WHA,CIN,CIN,,EW,2,81,39,37,5,,83,Cincinnati Stingers
1642,1976,WHA,EDO,EDM,,WW,4,81,34,43,4,,72,Edmonton Oilers
1643,1976,WHA,HOU,HOU,,WW,1,80,50,24,6,,106,Houston Aeros
1644,1976,WHA,IND,IND,,EW,3,81,36,37,8,,80,Indianapolis Racers
1645,1976,WHA,MF2,MF2,,EW,6,42,19,18,5,,43,Minnesota Fighting Saints
1646,1976,WHA,NEW,CAR,,EW,4,81,35,40,6,,76,New England Whalers
1647,1976,WHA,PHR,PHR,,WW,6,80,28,48,4,,60,Phoenix Roadrunners
1648,1976,WHA,QUN,COL,,EW,1,81,47,31,3,,97,Quebec Nordiques
1649,1976,WHA,SDM,SDM,,WW,3,81,40,37,4,,84,San Diego Mariners
1650,1976,WHA,WIJ,ARI,,WW,2,80,46,32,2,,94,Winnipeg Jets
1651,1977,NHL,ATF,CAL,CC,PT,3,80,34,27,19,,87,Atlanta Flames
1652,1977,NHL,BOS,BOS,WA,AD,1,80,51,18,11,,113,Boston Bruins
1653,1977,NHL,BUF,BUF,WA,AD,2,80,44,19,17,,105,Buffalo Sabres
1654,1977,NHL,CHI,CHI,CC,SM,1,80,32,29,19,,83,Chicago Black Hawks
1655,1977,NHL,CLE,CLE,WA,AD,4,80,22,45,13,,57,Cleveland Barons
1656,1977,NHL,COR,NJD,CC,SM,2,80,19,40,21,,59,Colorado Rockies
1657,1977,NHL,DET,DET,WA,NO,2,80,32,34,14,,78,Detroit Red Wings
1658,1977,NHL,LAK,LAK,WA,NO,3,80,31,34,15,,77,Los Angeles Kings
1659,1977,NHL,MNS,DAL,CC,SM,5,80,18,53,9,,45,Minnesota North Stars
1660,1977,NHL,MTL,MTL,WA,NO,1,80,59,10,11,,129,Montreal Canadiens
1661,1977,NHL,NYI,NYI,CC,PT,1,80,48,17,15,,111,New York Islanders
1662,1977,NHL,NYR,NYR,CC,PT,4,80,30,37,13,,73,New York Rangers
1663,1977,NHL,PHI,PHI,CC,PT,2,80,45,20,15,,105,Philadelphia Flyers
1664,1977,NHL,PIT,PIT,WA,NO,4,80,25,37,18,,68,Pittsburgh Penguins
1665,1977,NHL,STL,STL,CC,SM,4,80,20,47,13,,53,St. Louis Blues
1666,1977,NHL,TOR,TOR,WA,AD,3,80,41,29,10,,92,Toronto Maple Leafs
1667,1977,NHL,VAN,VAN,CC,SM,3,80,20,43,17,,57,Vancouver Canucks
1668,1977,NHL,WAS,WAS,WA,NO,5,80,17,49,14,,48,Washington Capitals
1669,1977,WHA,BIR,BIR,,,6,80,36,41,3,,75,Birmingham Bulls
1670,1977,WHA,CIN,CIN,,,7,80,35,42,3,,73,Cincinnati Stingers
1671,1977,WHA,CZE,CZE,,,10,8,1,6,1,,3,Czechoslovakia
1672,1977,WHA,EDO,EDM,,,5,80,38,39,3,,79,Edmonton Oilers
1673,1977,WHA,HOU,HOU,,,3,80,42,34,4,,88,Houston Aeros
1674,1977,WHA,IND,IND,,,8,80,24,51,5,,53,Indianapolis Racers
1675,1977,WHA,NEW,CAR,,,2,80,44,31,5,,93,New England Whalers
1676,1977,WHA,QUN,COL,,,4,80,40,37,3,,83,Quebec Nordiques
1677,1977,WHA,SOV,SOV,,,9,8,3,4,1,,7,Soviet All Stars
1678,1977,WHA,WIJ,ARI,,,1,80,50,28,2,,102,Winnipeg Jets
1679,1978,NHL,ATF,CAL,CC,PT,4,80,41,31,8,,90,Atlanta Flames
1680,1978,NHL,BOS,BOS,WA,AD,1,80,43,23,14,,100,Boston Bruins
1681,1978,NHL,BUF,BUF,WA,AD,2,80,36,28,16,,88,Buffalo Sabres
1682,1978,NHL,CHI,CHI,CC,SM,1,80,29,36,15,,73,Chicago Black Hawks
1683,1978,NHL,COR,NJD,CC,SM,4,80,15,53,12,,42,Colorado Rockies
1684,1978,NHL,DET,DET,WA,NO,5,80,23,41,16,,62,Detroit Red Wings
1685,1978,NHL,LAK,LAK,WA,NO,3,80,34,34,12,,80,Los Angeles Kings
1686,1978,NHL,MNS,DAL,WA,AD,4,80,28,40,12,,68,Minnesota North Stars
1687,1978,NHL,MTL,MTL,WA,NO,1,80,52,17,11,,115,Montreal Canadiens
1688,1978,NHL,NYI,NYI,CC,PT,1,80,51,15,14,,116,New York Islanders
1689,1978,NHL,NYR,NYR,CC,PT,3,80,40,29,11,,91,New York Rangers
1690,1978,NHL,PHI,PHI,CC,PT,2,80,40,25,15,,95,Philadelphia Flyers
1691,1978,NHL,PIT,PIT,WA,NO,2,80,36,31,13,,85,Pittsburgh Penguins
1692,1978,NHL,STL,STL,CC,SM,3,80,18,50,12,,48,St. Louis Blues
1693,1978,NHL,TOR,TOR,WA,AD,3,80,34,33,13,,81,Toronto Maple Leafs
1694,1978,NHL,VAN,VAN,CC,SM,2,80,25,42,13,,63,Vancouver Canucks
1695,1978,NHL,WAS,WAS,WA,NO,4,80,24,41,15,,63,Washington Capitals
1696,1978,WHA,BIR,BIR,,,6,80,32,42,6,,70,Birmingham Bulls
1697,1978,WHA,CIN,CIN,,,5,80,33,41,6,,72,Cincinnati Stingers
1698,1978,WHA,CZE,CZE,,,9,6,1,4,1,,3,Czechoslovakia
1699,1978,WHA,EDO,EDM,,,1,80,48,30,2,,98,Edmonton Oilers
1700,1978,WHA,FIN,FIN,,,10,1,0,1,0,,0,Finland
1701,1978,WHA,IND,IND,,,7,25,5,18,2,,12,Indianapolis Racers
1702,1978,WHA,NEW,CAR,,,4,80,37,34,9,,83,New England Whalers
1703,1978,WHA,QUN,COL,,,2,80,41,34,5,,87,Quebec Nordiques
1704,1978,WHA,SOV,SOV,,,8,6,4,1,1,,9,Soviet All Stars
1705,1978,WHA,WIJ,ARI,,,3,80,39,35,6,,84,Winnipeg Jets
1706,1979,NHL,ATF,CAL,CC,PT,4,80,35,32,13,,83,Atlanta Flames
1707,1979,NHL,BOS,BOS,WA,AD,2,80,46,21,13,,105,Boston Bruins
1708,1979,NHL,BUF,BUF,WA,AD,1,80,47,17,16,,110,Buffalo Sabres
1709,1979,NHL,CHI,CHI,CC,SM,1,80,34,27,19,,87,Chicago Black Hawks
1710,1979,NHL,COR,NJD,CC,SM,6,80,19,48,13,,51,Colorado Rockies
1711,1979,NHL,DET,DET,WA,NO,5,80,26,43,11,,63,Detroit Red Wings
1712,1979,NHL,EDM,EDM,CC,SM,4,80,28,39,13,,69,Edmonton Oilers
1713,1979,NHL,HAR,CAR,WA,NO,4,80,27,34,19,,73,Hartford Whalers
1714,1979,NHL,LAK,LAK,WA,NO,2,80,30,36,14,,74,Los Angeles Kings
1715,1979,NHL,MNS,DAL,WA,AD,3,80,36,28,16,,88,Minnesota North Stars
1716,1979,NHL,MTL,MTL,WA,NO,1,80,47,20,13,,107,Montreal Canadiens
1717,1979,NHL,NYI,NYI,CC,PT,2,80,39,28,13,,91,New York Islanders
1718,1979,NHL,NYR,NYR,CC,PT,3,80,38,32,10,,86,New York Rangers
1719,1979,NHL,PHI,PHI,CC,PT,1,80,48,12,20,,116,Philadelphia Flyers
1720,1979,NHL,PIT,PIT,WA,NO,3,80,30,37,13,,73,Pittsburgh Penguins
1721,1979,NHL,QUE,COL,WA,AD,5,80,25,44,11,,61,Quebec Nordiques
1722,1979,NHL,STL,STL,CC,SM,2,80,34,34,12,,80,St. Louis Blues
1723,1979,NHL,TOR,TOR,WA,AD,4,80,35,40,5,,75,Toronto Maple Leafs
1724,1979,NHL,VAN,VAN,CC,SM,3,80,27,37,16,,70,Vancouver Canucks
1725,1979,NHL,WAS,WAS,CC,PT,5,80,27,40,13,,67,Washington Capitals
1726,1979,NHL,WIN,ARI,CC,SM,5,80,20,49,11,,51,Winnipeg Jets
1727,1980,NHL,BOS,BOS,WA,AD,2,80,37,30,13,,87,Boston Bruins
1728,1980,NHL,BUF,BUF,WA,AD,1,80,39,20,21,,99,Buffalo Sabres
1729,1980,NHL,CAL,CAL,CC,PT,3,80,39,27,14,,92,Calgary Flames
1730,1980,NHL,CHI,CHI,CC,SM,2,80,31,33,16,,78,Chicago Black Hawks
1731,1980,NHL,COR,NJD,CC,SM,5,80,22,45,13,,57,Colorado Rockies
1732,1980,NHL,DET,DET,WA,NO,5,80,19,43,18,,56,Detroit Red Wings
1733,1980,NHL,EDM,EDM,CC,SM,4,80,29,35,16,,74,Edmonton Oilers
1734,1980,NHL,HAR,CAR,WA,NO,4,80,21,41,18,,60,Hartford Whalers
1735,1980,NHL,LAK,LAK,WA,NO,2,80,43,24,13,,99,Los Angeles Kings
1736,1980,NHL,MNS,DAL,WA,AD,3,80,35,28,17,,87,Minnesota North Stars
1737,1980,NHL,MTL,MTL,WA,NO,1,80,45,22,13,,103,Montreal Canadiens
1738,1980,NHL,NYI,NYI,CC,PT,1,80,48,18,14,,110,New York Islanders
1739,1980,NHL,NYR,NYR,CC,PT,4,80,30,36,14,,74,New York Rangers
1740,1980,NHL,PHI,PHI,CC,PT,2,80,41,24,15,,97,Philadelphia Flyers
1741,1980,NHL,PIT,PIT,WA,NO,3,80,30,37,13,,73,Pittsburgh Penguins
1742,1980,NHL,QUE,COL,WA,AD,4,80,30,32,18,,78,Quebec Nordiques
1743,1980,NHL,STL,STL,CC,SM,1,80,45,18,17,,107,St. Louis Blues
1744,1980,NHL,TOR,TOR,WA,AD,5,80,28,37,15,,71,Toronto Maple Leafs
1745,1980,NHL,VAN,VAN,CC,SM,3,80,28,32,20,,76,Vancouver Canucks
1746,1980,NHL,WAS,WAS,CC,PT,5,80,26,36,18,,70,Washington Capitals
1747,1980,NHL,WIN,ARI,CC,SM,6,80,9,57,14,,32,Winnipeg Jets
1748,1981,NHL,BOS,BOS,WA,AD,2,80,43,27,10,,96,Boston Bruins
1749,1981,NHL,BUF,BUF,WA,AD,3,80,39,26,15,,93,Buffalo Sabres
1750,1981,NHL,CAL,CAL,CC,SM,3,80,29,34,17,,75,Calgary Flames
1751,1981,NHL,CHI,CHI,CC,NO,4,80,30,38,12,,72,Chicago Black Hawks
1752,1981,NHL,COR,NJD,CC,SM,5,80,18,49,13,,49,Colorado Rockies
1753,1981,NHL,DET,DET,CC,NO,6,80,21,47,12,,54,Detroit Red Wings
1754,1981,NHL,EDM,EDM,CC,SM,1,80,48,17,15,,111,Edmonton Oilers
1755,1981,NHL,HAR,CAR,WA,AD,5,80,21,41,18,,60,Hartford Whalers
1756,1981,NHL,LAK,LAK,CC,SM,4,80,24,41,15,,63,Los Angeles Kings
1757,1981,NHL,MNS,DAL,CC,NO,1,80,37,23,20,,94,Minnesota North Stars
1758,1981,NHL,MTL,MTL,WA,AD,1,80,46,17,17,,109,Montreal Canadiens
1759,1981,NHL,NYI,NYI,WA,PT,1,80,54,16,10,,118,New York Islanders
1760,1981,NHL,NYR,NYR,WA,PT,2,80,39,27,14,,92,New York Rangers
1761,1981,NHL,PHI,PHI,WA,PT,3,80,38,31,11,,87,Philadelphia Flyers
1762,1981,NHL,PIT,PIT,WA,PT,4,80,31,36,13,,75,Pittsburgh Penguins
1763,1981,NHL,QUE,COL,WA,AD,4,80,33,31,16,,82,Quebec Nordiques
1764,1981,NHL,STL,STL,CC,NO,3,80,32,40,8,,72,St. Louis Blues
1765,1981,NHL,TOR,TOR,CC,NO,5,80,20,44,16,,56,Toronto Maple Leafs
1766,1981,NHL,VAN,VAN,CC,SM,2,80,30,33,17,,77,Vancouver Canucks
1767,1981,NHL,WAS,WAS,WA,PT,5,80,26,41,13,,65,Washington Capitals
1768,1981,NHL,WIN,ARI,CC,NO,2,80,33,33,14,,80,Winnipeg Jets
1769,1982,NHL,BOS,BOS,WA,AD,1,80,50,20,10,,110,Boston Bruins
1770,1982,NHL,BUF,BUF,WA,AD,3,80,38,29,13,,89,Buffalo Sabres
1771,1982,NHL,CAL,CAL,CC,SM,2,80,32,34,14,,78,Calgary Flames
1772,1982,NHL,CHI,CHI,CC,NO,1,80,47,23,10,,104,Chicago Black Hawks
1773,1982,NHL,DET,DET,CC,NO,5,80,21,44,15,,57,Detroit Red Wings
1774,1982,NHL,EDM,EDM,CC,SM,1,80,47,21,12,,106,Edmonton Oilers
1775,1982,NHL,HAR,CAR,WA,AD,5,80,19,54,7,,45,Hartford Whalers
1776,1982,NHL,LAK,LAK,CC,SM,5,80,27,41,12,,66,Los Angeles Kings
1777,1982,NHL,MNS,DAL,CC,NO,2,80,40,24,16,,96,Minnesota North Stars
1778,1982,NHL,MTL,MTL,WA,AD,2,80,42,24,14,,98,Montreal Canadiens
1779,1982,NHL,NJD,NJD,WA,PT,5,80,17,49,14,,48,New Jersey Devils
1780,1982,NHL,NYI,NYI,WA,PT,2,80,42,26,12,,96,New York Islanders
1781,1982,NHL,NYR,NYR,WA,PT,4,80,35,35,10,,80,New York Rangers
1782,1982,NHL,PHI,PHI,WA,PT,1,80,49,23,8,,106,Philadelphia Flyers
1783,1982,NHL,PIT,PIT,WA,PT,6,80,18,53,9,,45,Pittsburgh Penguins
1784,1982,NHL,QUE,COL,WA,AD,4,80,34,34,12,,80,Quebec Nordiques
1785,1982,NHL,STL,STL,CC,NO,4,80,25,40,15,,65,St. Louis Blues
1786,1982,NHL,TOR,TOR,CC,NO,3,80,28,40,12,,68,Toronto Maple Leafs
1787,1982,NHL,VAN,VAN,CC,SM,3,80,30,35,15,,75,Vancouver Canucks
1788,1982,NHL,WAS,WAS,WA,PT,3,80,39,25,16,,94,Washington Capitals
1789,1982,NHL,WIN,ARI,CC,SM,4,80,33,39,8,,74,Winnipeg Jets
1790,1983,NHL,BOS,BOS,WA,AD,1,80,49,25,6,,104,Boston Bruins
1791,1983,NHL,BUF,BUF,WA,AD,2,80,48,25,7,,103,Buffalo Sabres
1792,1983,NHL,CAL,CAL,CC,SM,2,80,34,32,14,,82,Calgary Flames
1793,1983,NHL,CHI,CHI,CC,NO,4,80,30,42,8,,68,Chicago Black Hawks
1794,1983,NHL,DET,DET,CC,NO,3,80,31,42,7,,69,Detroit Red Wings
1795,1983,NHL,EDM,EDM,CC,SM,1,80,57,18,5,,119,Edmonton Oilers
1796,1983,NHL,HAR,CAR,WA,AD,5,80,28,42,10,,66,Hartford Whalers
1797,1983,NHL,LAK,LAK,CC,SM,5,80,23,44,13,,59,Los Angeles Kings
1798,1983,NHL,MNS,DAL,CC,NO,1,80,39,31,10,,88,Minnesota North Stars
1799,1983,NHL,MTL,MTL,WA,AD,4,80,35,40,5,,75,Montreal Canadiens
1800,1983,NHL,NJD,NJD,WA,PT,5,80,17,56,7,,41,New Jersey Devils
1801,1983,NHL,NYI,NYI,WA,PT,1,80,50,26,4,,104,New York Islanders
1802,1983,NHL,NYR,NYR,WA,PT,4,80,42,29,9,,93,New York Rangers
1803,1983,NHL,PHI,PHI,WA,PT,3,80,44,26,10,,98,Philadelphia Flyers
1804,1983,NHL,PIT,PIT,WA,PT,6,80,16,58,6,,38,Pittsburgh Penguins
1805,1983,NHL,QUE,COL,WA,AD,3,80,42,28,10,,94,Quebec Nordiques
1806,1983,NHL,STL,STL,CC,NO,2,80,32,41,7,,71,St. Louis Blues
1807,1983,NHL,TOR,TOR,CC,NO,5,80,26,45,9,,61,Toronto Maple Leafs
1808,1983,NHL,VAN,VAN,CC,SM,3,80,32,39,9,,73,Vancouver Canucks
1809,1983,NHL,WAS,WAS,WA,PT,2,80,48,27,5,,101,Washington Capitals
1810,1983,NHL,WIN,ARI,CC,SM,4,80,31,38,11,,73,Winnipeg Jets
1811,1984,NHL,BOS,BOS,WA,AD,4,80,36,34,10,,82,Boston Bruins
1812,1984,NHL,BUF,BUF,WA,AD,3,80,38,28,14,,90,Buffalo Sabres
1813,1984,NHL,CAL,CAL,CC,SM,3,80,41,27,12,,94,Calgary Flames
1814,1984,NHL,CHI,CHI,CC,NO,2,80,38,35,7,,83,Chicago Black Hawks
1815,1984,NHL,DET,DET,CC,NO,3,80,27,41,12,,66,Detroit Red Wings
1816,1984,NHL,EDM,EDM,CC,SM,1,80,49,20,11,,109,Edmonton Oilers
1817,1984,NHL,HAR,CAR,WA,AD,5,80,30,41,9,,69,Hartford Whalers
1818,1984,NHL,LAK,LAK,CC,SM,4,80,34,32,14,,82,Los Angeles Kings
1819,1984,NHL,MNS,DAL,CC,NO,4,80,25,43,12,,62,Minnesota North Stars
1820,1984,NHL,MTL,MTL,WA,AD,1,80,41,27,12,,94,Montreal Canadiens
1821,1984,NHL,NJD,NJD,WA,PT,5,80,22,48,10,,54,New Jersey Devils
1822,1984,NHL,NYI,NYI,WA,PT,3,80,40,34,6,,86,New York Islanders
1823,1984,NHL,NYR,NYR,WA,PT,4,80,26,44,10,,62,New York Rangers
1824,1984,NHL,PHI,PHI,WA,PT,1,80,53,20,7,,113,Philadelphia Flyers
1825,1984,NHL,PIT,PIT,WA,PT,6,80,24,51,5,,53,Pittsburgh Penguins
1826,1984,NHL,QUE,COL,WA,AD,2,80,41,30,9,,91,Quebec Nordiques
1827,1984,NHL,STL,STL,CC,NO,1,80,37,31,12,,86,St. Louis Blues
1828,1984,NHL,TOR,TOR,CC,NO,5,80,20,52,8,,48,Toronto Maple Leafs
1829,1984,NHL,VAN,VAN,CC,SM,5,80,25,46,9,,59,Vancouver Canucks
1830,1984,NHL,WAS,WAS,WA,PT,2,80,46,25,9,,101,Washington Capitals
1831,1984,NHL,WIN,ARI,CC,SM,2,80,43,27,10,,96,Winnipeg Jets
1832,1985,NHL,BOS,BOS,WA,AD,3,80,37,31,12,,86,Boston Bruins
1833,1985,NHL,BUF,BUF,WA,AD,5,80,37,37,6,,80,Buffalo Sabres
1834,1985,NHL,CAL,CAL,CC,SM,2,80,40,31,9,,89,Calgary Flames
1835,1985,NHL,CHI,CHI,CC,NO,1,80,39,33,8,,86,Chicago Black Hawks
1836,1985,NHL,DET,DET,CC,NO,5,80,17,57,6,,40,Detroit Red Wings
1837,1985,NHL,EDM,EDM,CC,SM,1,80,56,17,7,,119,Edmonton Oilers
1838,1985,NHL,HAR,CAR,WA,AD,4,80,40,36,4,,84,Hartford Whalers
1839,1985,NHL,LAK,LAK,CC,SM,5,80,23,49,8,,54,Los Angeles Kings
1840,1985,NHL,MNS,DAL,CC,NO,2,80,38,33,9,,85,Minnesota North Stars
1841,1985,NHL,MTL,MTL,WA,AD,2,80,40,33,7,,87,Montreal Canadiens
1842,1985,NHL,NJD,NJD,WA,PT,6,80,28,49,3,,59,New Jersey Devils
1843,1985,NHL,NYI,NYI,WA,PT,3,80,39,29,12,,90,New York Islanders
1844,1985,NHL,NYR,NYR,WA,PT,4,80,36,38,6,,78,New York Rangers
1845,1985,NHL,PHI,PHI,WA,PT,1,80,53,23,4,,110,Philadelphia Flyers
1846,1985,NHL,PIT,PIT,WA,PT,5,80,34,38,8,,76,Pittsburgh Penguins
1847,1985,NHL,QUE,COL,WA,AD,1,80,43,31,6,,92,Quebec Nordiques
1848,1985,NHL,STL,STL,CC,NO,3,80,37,34,9,,83,St. Louis Blues
1849,1985,NHL,TOR,TOR,CC,NO,4,80,25,48,7,,57,Toronto Maple Leafs
1850,1985,NHL,VAN,VAN,CC,SM,4,80,23,44,13,,59,Vancouver Canucks
1851,1985,NHL,WAS,WAS,WA,PT,2,80,50,23,7,,107,Washington Capitals
1852,1985,NHL,WIN,ARI,CC,SM,3,80,26,47,7,,59,Winnipeg Jets
1853,1986,NHL,BOS,BOS,WA,AD,3,80,39,34,7,,85,Boston Bruins
1854,1986,NHL,BUF,BUF,WA,AD,5,80,28,44,8,,64,Buffalo Sabres
1855,1986,NHL,CAL,CAL,CC,SM,2,80,46,31,3,,95,Calgary Flames
1856,1986,NHL,CHI,CHI,CC,NO,3,80,29,37,14,,72,Chicago Blackhawks
1857,1986,NHL,DET,DET,CC,NO,2,80,34,36,10,,78,Detroit Red Wings
1858,1986,NHL,EDM,EDM,CC,SM,1,80,50,24,6,,106,Edmonton Oilers
1859,1986,NHL,HAR,CAR,WA,AD,1,80,43,30,7,,93,Hartford Whalers
1860,1986,NHL,LAK,LAK,CC,SM,4,80,31,41,8,,70,Los Angeles Kings
1861,1986,NHL,MNS,DAL,CC,NO,5,80,30,40,10,,70,Minnesota North Stars
1862,1986,NHL,MTL,MTL,WA,AD,2,80,41,29,10,,92,Montreal Canadiens
1863,1986,NHL,NJD,NJD,WA,PT,6,80,29,45,6,,64,New Jersey Devils
1864,1986,NHL,NYI,NYI,WA,PT,3,80,35,33,12,,82,New York Islanders
1865,1986,NHL,NYR,NYR,WA,PT,4,80,34,38,8,,76,New York Rangers
1866,1986,NHL,PHI,PHI,WA,PT,1,80,46,26,8,,100,Philadelphia Flyers
1867,1986,NHL,PIT,PIT,WA,PT,5,80,30,38,12,,72,Pittsburgh Penguins
1868,1986,NHL,QUE,COL,WA,AD,4,80,31,39,10,,72,Quebec Nordiques
1869,1986,NHL,STL,STL,CC,NO,1,80,32,33,15,,79,St. Louis Blues
1870,1986,NHL,TOR,TOR,CC,NO,4,80,32,42,6,,70,Toronto Maple Leafs
1871,1986,NHL,VAN,VAN,CC,SM,5,80,29,43,8,,66,Vancouver Canucks
1872,1986,NHL,WAS,WAS,WA,PT,2,80,38,32,10,,86,Washington Capitals
1873,1986,NHL,WIN,ARI,CC,SM,3,80,40,32,8,,88,Winnipeg Jets
1874,1987,NHL,BOS,BOS,WA,AD,2,80,44,30,6,,94,Boston Bruins
1875,1987,NHL,BUF,BUF,WA,AD,3,80,37,32,11,,85,Buffalo Sabres
1876,1987,NHL,CAL,CAL,CC,SM,1,80,48,23,9,,105,Calgary Flames
1877,1987,NHL,CHI,CHI,CC,NO,3,80,30,41,9,,69,Chicago Blackhawks
1878,1987,NHL,DET,DET,CC,NO,1,80,41,28,11,,93,Detroit Red Wings
1879,1987,NHL,EDM,EDM,CC,SM,2,80,44,25,11,,99,Edmonton Oilers
1880,1987,NHL,HAR,CAR,WA,AD,4,80,35,38,7,,77,Hartford Whalers
1881,1987,NHL,LAK,LAK,CC,SM,4,80,30,42,8,,68,Los Angeles Kings
1882,1987,NHL,MNS,DAL,CC,NO,5,80,19,48,13,,51,Minnesota North Stars
1883,1987,NHL,MTL,MTL,WA,AD,1,80,45,22,13,,103,Montreal Canadiens
1884,1987,NHL,NJD,NJD,WA,PT,4,80,38,36,6,,82,New Jersey Devils
1885,1987,NHL,NYI,NYI,WA,PT,1,80,39,31,10,,88,New York Islanders
1886,1987,NHL,NYR,NYR,WA,PT,5,80,36,34,10,,82,New York Rangers
1887,1987,NHL,PHI,PHI,WA,PT,3,80,38,33,9,,85,Philadelphia Flyers
1888,1987,NHL,PIT,PIT,WA,PT,6,80,36,35,9,,81,Pittsburgh Penguins
1889,1987,NHL,QUE,COL,WA,AD,5,80,32,43,5,,69,Quebec Nordiques
1890,1987,NHL,STL,STL,CC,NO,2,80,34,38,8,,76,St. Louis Blues
1891,1987,NHL,TOR,TOR,CC,NO,4,80,21,49,10,,52,Toronto Maple Leafs
1892,1987,NHL,VAN,VAN,CC,SM,5,80,25,46,9,,59,Vancouver Canucks
1893,1987,NHL,WAS,WAS,WA,PT,2,80,38,33,9,,85,Washington Capitals
1894,1987,NHL,WIN,ARI,CC,SM,3,80,33,36,11,,77,Winnipeg Jets
1895,1988,NHL,BOS,BOS,WA,AD,2,80,37,29,14,,88,Boston Bruins
1896,1988,NHL,BUF,BUF,WA,AD,3,80,38,35,7,,83,Buffalo Sabres
1897,1988,NHL,CAL,CAL,CC,SM,1,80,54,17,9,,117,Calgary Flames
1898,1988,NHL,CHI,CHI,CC,NO,4,80,27,41,12,,66,Chicago Blackhawks
1899,1988,NHL,DET,DET,CC,NO,1,80,34,34,12,,80,Detroit Red Wings
1900,1988,NHL,EDM,EDM,CC,SM,3,80,38,34,8,,84,Edmonton Oilers
1901,1988,NHL,HAR,CAR,WA,AD,4,80,37,38,5,,79,Hartford Whalers
1902,1988,NHL,LAK,LAK,CC,SM,2,80,42,31,7,,91,Los Angeles Kings
1903,1988,NHL,MNS,DAL,CC,NO,3,80,27,37,16,,70,Minnesota North Stars
1904,1988,NHL,MTL,MTL,WA,AD,1,80,53,18,9,,115,Montreal Canadiens
1905,1988,NHL,NJD,NJD,WA,PT,5,80,27,41,12,,66,New Jersey Devils
1906,1988,NHL,NYI,NYI,WA,PT,6,80,28,47,5,,61,New York Islanders
1907,1988,NHL,NYR,NYR,WA,PT,3,80,37,35,8,,82,New York Rangers
1908,1988,NHL,PHI,PHI,WA,PT,4,80,36,36,8,,80,Philadelphia Flyers
1909,1988,NHL,PIT,PIT,WA,PT,2,80,40,33,7,,87,Pittsburgh Penguins
1910,1988,NHL,QUE,COL,WA,AD,5,80,27,46,7,,61,Quebec Nordiques
1911,1988,NHL,STL,STL,CC,NO,2,80,33,35,12,,78,St. Louis Blues
1912,1988,NHL,TOR,TOR,CC,NO,5,80,28,46,6,,62,Toronto Maple Leafs
1913,1988,NHL,VAN,VAN,CC,SM,4,80,33,39,8,,74,Vancouver Canucks
1914,1988,NHL,WAS,WAS,WA,PT,1,80,41,29,10,,92,Washington Capitals
1915,1988,NHL,WIN,ARI,CC,SM,5,80,26,42,12,,64,Winnipeg Jets
1916,1989,NHL,BOS,BOS,WA,AD,1,80,46,25,9,,101,Boston Bruins
1917,1989,NHL,BUF,BUF,WA,AD,2,80,45,27,8,,98,Buffalo Sabres
1918,1989,NHL,CAL,CAL,CC,SM,1,80,42,23,15,,99,Calgary Flames
1919,1989,NHL,CHI,CHI,CC,NO,1,80,41,33,6,,88,Chicago Blackhawks
1920,1989,NHL,DET,DET,CC,NO,5,80,28,38,14,,70,Detroit Red Wings
1921,1989,NHL,EDM,EDM,CC,SM,2,80,38,28,14,,90,Edmonton Oilers
1922,1989,NHL,HAR,CAR,WA,AD,4,80,38,33,9,,85,Hartford Whalers
1923,1989,NHL,LAK,LAK,CC,SM,4,80,34,39,7,,75,Los Angeles Kings
1924,1989,NHL,MNS,DAL,CC,NO,4,80,36,40,4,,76,Minnesota North Stars
1925,1989,NHL,MTL,MTL,WA,AD,3,80,41,28,11,,93,Montreal Canadiens
1926,1989,NHL,NJD,NJD,WA,PT,2,80,37,34,9,,83,New Jersey Devils
1927,1989,NHL,NYI,NYI,WA,PT,4,80,31,38,11,,73,New York Islanders
1928,1989,NHL,NYR,NYR,WA,PT,1,80,36,31,13,,85,New York Rangers
1929,1989,NHL,PHI,PHI,WA,PT,6,80,30,39,11,,71,Philadelphia Flyers
1930,1989,NHL,PIT,PIT,WA,PT,5,80,32,40,8,,72,Pittsburgh Penguins
1931,1989,NHL,QUE,COL,WA,AD,5,80,12,61,7,,31,Quebec Nordiques
1932,1989,NHL,STL,STL,CC,NO,2,80,37,34,9,,83,St. Louis Blues
1933,1989,NHL,TOR,TOR,CC,NO,3,80,38,38,4,,80,Toronto Maple Leafs
1934,1989,NHL,VAN,VAN,CC,SM,5,80,25,41,14,,64,Vancouver Canucks
1935,1989,NHL,WAS,WAS,WA,PT,3,80,36,38,6,,78,Washington Capitals
1936,1989,NHL,WIN,ARI,CC,SM,3,80,37,32,11,,85,Winnipeg Jets
1937,1990,NHL,BOS,BOS,WA,AD,1,80,44,24,12,,100,Boston Bruins
1938,1990,NHL,BUF,BUF,WA,AD,3,80,31,30,19,,81,Buffalo Sabres
1939,1990,NHL,CAL,CAL,CC,SM,2,80,46,26,8,,100,Calgary Flames
